time,price,number
Mar 03 2016 01 0,32.78,239
Mar 04 2016 01 0,32.421,244
Mar 05 2016 01 0,32.192,293
Mar 06 2016 01 0,31.156,268
Mar 07 2016 01 0,31.606,229
Mar 08 2016 01 0,31.836,248
Mar 09 2016 01 0,31.936,223
Mar 10 2016 01 0,33.621,177
Mar 11 2016 01 0,33.477,182
Mar 12 2016 01 0,35.555,188
Mar 13 2016 01 0,35.817,204
Mar 14 2016 01 0,36.091,182
Mar 15 2016 01 0,37.164,128
Mar 16 2016 01 0,37.806,120
Mar 17 2016 01 0,37.463,158
Mar 18 2016 01 0,36.016,197
Mar 19 2016 01 0,37.539,209
Mar 20 2016 01 0,37.624,185
Mar 21 2016 01 0,38.061,180
Mar 22 2016 01 0,37.632,153
Mar 23 2016 01 0,37.84,144
Mar 24 2016 01 0,37.599,184
Mar 25 2016 01 0,38.306,201
Mar 26 2016 01 0,35.681,196
Mar 27 2016 01 0,35.685,204
Mar 28 2016 01 0,35.603,191
Mar 29 2016 01 0,36.593,194
Mar 30 2016 01 0,37.983,201
Mar 31 2016 01 0,40.276,197
Apr 01 2016 01 0,41.851,201
Apr 02 2016 01 0,43.067,215
Apr 03 2016 01 0,40.071,236
Apr 04 2016 01 0,43.227,219
Apr 05 2016 01 0,43.492,160
Apr 06 2016 01 0,44.025,151
Apr 07 2016 01 0,42.863,138
Apr 08 2016 01 0,43.105,184
Apr 09 2016 01 0,43.238,191
Apr 10 2016 01 0,42.752,201
Apr 11 2016 01 0,41.296,140
Apr 12 2016 01 0,40.512,141
Apr 13 2016 01 0,41.774,151
Apr 14 2016 01 0,41.814,130
Apr 15 2016 01 0,41.934,165
Apr 16 2016 01 0,41.802,181
Apr 17 2016 01 0,40.292,155
Apr 18 2016 01 0,40.028,149
Apr 19 2016 01 0,40.965,159
Apr 20 2016 01 0,41.902,152
Apr 21 2016 01 0,42.21,126
Apr 22 2016 01 0,41.013,162
Apr 23 2016 01 0,40.918,175
Apr 24 2016 01 0,39.254,156
Apr 25 2016 01 0,39.111,150
Apr 26 2016 01 0,40.72,150
Apr 27 2016 01 0,41.251,141
Apr 28 2016 01 0,42.423,216
Apr 29 2016 01 0,42.811,209
Apr 30 2016 01 0,42.662,201
May 01 2016 01 0,41.586,217
May 02 2016 01 0,42.522,163
May 03 2016 01 0,41.975,187
May 04 2016 01 0,41.726,172
May 05 2016 01 0,41.145,179
May 06 2016 01 0,40.941,198
May 07 2016 01 0,40.738,186
May 08 2016 01 0,40.897,164
May 09 2016 01 0,40.254,158
May 10 2016 01 0,42.244,160
May 11 2016 01 0,41.787,160
May 12 2016 01 0,40.513,144
May 13 2016 01 0,39.054,158
May 14 2016 01 0,41.302,212
May 15 2016 01 0,40.398,149
May 16 2016 01 0,39.781,132
May 17 2016 01 0,37.927,158
May 18 2016 01 0,38.363,141
May 19 2016 01 0,36.937,135
May 20 2016 01 0,38.525,154
May 21 2016 01 0,36.783,168
May 22 2016 01 0,35.286,153
May 23 2016 01 0,37.566,144
May 24 2016 01 0,35.82,146
May 25 2016 01 0,35.827,151
May 26 2016 01 0,35.49,154
May 27 2016 01 0,36.826,190
May 28 2016 01 0,37.844,161
May 29 2016 01 0,36.535,137
May 30 2016 01 0,36.963,149
May 31 2016 01 0,38.552,140
Jun 01 2016 01 0,38.409,171
Jun 02 2016 01 0,39.812,138
Jun 03 2016 01 0,38.121,164
Jun 04 2016 01 0,36.423,178
Jun 05 2016 01 0,33.944,155
Jun 06 2016 01 0,34.456,143
Jun 07 2016 01 0,35.86,128
Jun 08 2016 01 0,36.87,130
Jun 09 2016 01 0,35.392,142
Jun 10 2016 01 0,36.032,129
Jun 11 2016 01 0,35.753,168
Jun 12 2016 01 0,35.522,148
Jun 13 2016 01 0,35.171,146
Jun 14 2016 01 0,36.443,126
Jun 15 2016 01 0,35.961,121
Jun 16 2016 01 0,40.061,270
Jun 17 2016 01 0,41.895,243
Jun 18 2016 01 0,41.406,214
Jun 19 2016 01 0,40.38,158
Jun 20 2016 01 0,38.965,202
Jun 21 2016 01 0,36.848,196
Jun 22 2016 01 0,34.813,182
Jun 23 2016 01 0,32.349,193
Jun 24 2016 01 0,30.188,241
Jun 25 2016 01 0,30.3,205
Jun 26 2016 01 0,30.357,217
Jun 27 2016 01 0,30.541,230
Jun 28 2016 01 0,31.09,177
Jun 29 2016 01 0,29.501,207
Jun 30 2016 01 0,29.119,205
Jul 01 2016 01 0,28.319,242
Jul 02 2016 01 0,28.756,222
Jul 03 2016 01 0,28.558,206
Jul 04 2016 01 0,29.46,240
Jul 05 2016 01 0,34.16,185
Jul 06 2016 01 0,35.68,209
Jul 07 2016 01 0,37.251,197
Jul 08 2016 01 0,38.145,188
Jul 09 2016 01 0,38.256,171
Jul 10 2016 01 0,35.813,210
Jul 11 2016 01 0,36.471,188
Jul 12 2016 01 0,38.185,160
Jul 13 2016 01 0,39.782,143
Jul 14 2016 01 0,37.36,171
Jul 15 2016 01 0,35.532,173
Jul 16 2016 01 0,36.404,135
Jul 17 2016 01 0,36.859,146
Jul 18 2016 01 0,36.228,168
Jul 19 2016 01 0,36.285,145
Jul 20 2016 01 0,41.629,150
Jul 21 2016 01 0,34.278,156
Jul 22 2016 01 0,34.096,133
Jul 23 2016 01 0,34.083,154
Jul 24 2016 01 0,34.359,136
Jul 25 2016 01 0,35.173,148
Jul 26 2016 01 0,35.868,123
Jul 27 2016 01 0,34.975,144
Jul 28 2016 01 0,35.933,158
Jul 29 2016 01 0,36.706,138
Jul 30 2016 01 0,35.865,170
Jul 31 2016 01 0,35.565,162
Aug 01 2016 01 0,36.062,164
Aug 02 2016 01 0,36.712,159
Aug 03 2016 01 0,36.986,141
Aug 04 2016 01 0,35.327,117
Aug 05 2016 01 0,33.838,143
Aug 06 2016 01 0,33.538,155
Aug 07 2016 01 0,32.098,146
Aug 08 2016 01 0,32.132,168
Aug 09 2016 01 0,31.761,151
Aug 10 2016 01 0,30.44,180
Aug 11 2016 01 0,31.464,152
Aug 12 2016 01 0,32.51,144
Aug 13 2016 01 0,32.098,149
Aug 14 2016 01 0,32.743,162
Aug 15 2016 01 0,32.45,163
Aug 16 2016 01 0,33.824,158
Aug 17 2016 01 0,32.987,126
Aug 18 2016 01 0,32.233,154
Aug 19 2016 01 0,33.612,194
Aug 20 2016 01 0,34.634,157
Aug 21 2016 01 0,34.667,151
Aug 22 2016 01 0,33.618,158
Aug 23 2016 01 0,34.034,157
Aug 24 2016 01 0,33.907,142
Aug 25 2016 01 0,34.314,160
Aug 26 2016 01 0,34.452,147
Aug 27 2016 01 0,35.97,161
Aug 28 2016 01 0,36.481,151
Aug 29 2016 01 0,36.366,138
Aug 30 2016 01 0,37.339,136
Aug 31 2016 01 0,39.097,158
Sep 01 2016 01 0,39.42,147
Sep 02 2016 01 0,38.023,139
Sep 03 2016 01 0,38.369,154
Sep 04 2016 01 0,37.128,128
Sep 05 2016 01 0,36.726,125
Sep 06 2016 01 0,37.789,144
Sep 07 2016 01 0,38.171,115
Sep 08 2016 01 0,40.017,104
Sep 09 2016 01 0,38.73,132
Sep 10 2016 01 0,39.235,151
Sep 11 2016 01 0,39.261,141
Sep 12 2016 01 0,38.199,135
Sep 13 2016 01 0,39.621,106
Sep 14 2016 01 0,39.77,95
Sep 15 2016 01 0,39.022,130
Sep 16 2016 01 0,38.776,122
Sep 17 2016 01 0,39.372,146
Sep 18 2016 01 0,37.329,160
Sep 19 2016 01 0,38.352,104
Sep 20 2016 01 0,38.325,136
Sep 21 2016 01 0,37.253,108
Sep 22 2016 01 0,38.274,98
Sep 23 2016 01 0,37.392,135
Sep 24 2016 01 0,38.818,147
Sep 25 2016 01 0,38.07,118
Sep 26 2016 01 0,38.45,104
Sep 27 2016 01 0,38.982,102
Sep 28 2016 01 0,41.291,120
Sep 29 2016 01 0,40.026,125
Sep 30 2016 01 0,39.208,130
Oct 01 2016 01 0,38.016,133
Oct 02 2016 01 0,39.239,126
Oct 03 2016 01 0,37.756,113
Oct 04 2016 01 0,37.131,127
Oct 05 2016 01 0,38.182,106
Oct 06 2016 01 0,37.809,105
Oct 07 2016 01 0,37.443,145
Oct 08 2016 01 0,37.106,156
Oct 09 2016 01 0,38.054,124
Oct 10 2016 01 0,37.681,109
Oct 11 2016 01 0,39.089,102
Oct 12 2016 01 0,37.895,100
Oct 13 2016 01 0,37.676,102
Oct 14 2016 01 0,38.014,128
Oct 15 2016 01 0,40.895,146
Oct 16 2016 01 0,40.702,104
Oct 17 2016 01 0,39.238,100
Oct 18 2016 01 0,39.884,96
Oct 19 2016 01 0,39.651,105
Oct 20 2016 01 0,39.258,105
Oct 21 2016 01 0,38.21,104
Oct 22 2016 01 0,39.488,138
Oct 23 2016 01 0,39.101,106
Oct 24 2016 01 0,39.847,103
Oct 25 2016 01 0,38.991,87
Oct 26 2016 01 0,40.469,109
Oct 27 2016 01 0,39.074,97
Oct 28 2016 01 0,36.66,121
Oct 29 2016 01 0,35.391,144
Oct 30 2016 01 0,33.278,148
Oct 31 2016 01 0,35.022,125
Nov 01 2016 01 0,36.859,129
Nov 02 2016 01 0,40.03,84
Nov 03 2016 01 0,40.342,89
Nov 04 2016 01 0,40.513,112
Nov 05 2016 01 0,41.9,119
Nov 06 2016 01 0,41.247,90
Nov 07 2016 01 0,43.086,79
Nov 08 2016 01 0,39.996,67
Nov 09 2016 01 0,41.417,95
Nov 10 2016 01 0,42.939,83
Nov 11 2016 01 0,42.45,98
Nov 12 2016 01 0,43.127,100
Nov 13 2016 01 0,42.588,83
Nov 14 2016 01 0,42.249,85
Nov 15 2016 01 0,42.136,86
Nov 16 2016 01 0,40.308,78
Nov 17 2016 01 0,40.79,85
Nov 18 2016 01 0,42.688,80
Nov 19 2016 01 0,41.059,112
Nov 20 2016 01 0,42.547,112
Nov 21 2016 01 0,40.398,91
Nov 22 2016 01 0,39.91,73
Nov 23 2016 01 0,39.251,84
Nov 24 2016 01 0,36.076,109
Nov 25 2016 01 0,38.106,125
Nov 26 2016 01 0,38.732,112
Nov 27 2016 01 0,36.252,119
Nov 28 2016 01 0,36.399,104
Nov 29 2016 01 0,38.551,134
Nov 30 2016 01 0,40.719,84
Dec 01 2016 01 0,42.141,94
Dec 02 2016 01 0,42.348,97
Dec 03 2016 01 0,42.458,95
Dec 04 2016 01 0,42.14,106
Dec 05 2016 01 0,43.312,95
Dec 06 2016 01 0,43.904,80
Dec 07 2016 01 0,43.978,68
Dec 08 2016 01 0,41.705,99
Dec 09 2016 01 0,42.524,105
Dec 10 2016 01 0,41.842,120
Dec 11 2016 01 0,43.881,94
Dec 12 2016 01 0,43.279,81
Dec 13 2016 01 0,43.439,86
Dec 14 2016 01 0,43.722,91
Dec 15 2016 01 0,42.911,78
Dec 16 2016 01 0,40.418,81
Dec 17 2016 01 0,40.888,114
Dec 18 2016 01 0,39.31,87
Dec 19 2016 01 0,38.451,84
Dec 20 2016 01 0,37.933,136
Dec 21 2016 01 0,38.986,77
Dec 22 2016 01 0,37.774,130
Dec 23 2016 01 0,36.818,114
Dec 24 2016 01 0,37.514,172
Dec 25 2016 01 0,40.821,209
Dec 26 2016 01 0,43.983,182
Dec 27 2016 01 0,42.854,149
Dec 28 2016 01 0,41.13,142
Dec 29 2016 01 0,41.774,131
Dec 30 2016 01 0,41.258,148
Dec 31 2016 01 0,41.51,115
Jan 01 2017 01 0,41.205,152
Jan 02 2017 01 0,41.845,149
Jan 03 2017 01 0,42.783,137
Jan 04 2017 01 0,43.213,111
Jan 05 2017 01 0,45.486,104
Jan 06 2017 01 0,42.991,139
Jan 07 2017 01 0,46.544,127
Jan 08 2017 01 0,46.076,106
Jan 09 2017 01 0,46.801,105
Jan 10 2017 01 0,47.219,100
Jan 11 2017 01 0,47.187,91
Jan 12 2017 01 0,46.97,88
Jan 13 2017 01 0,46.426,127
Jan 14 2017 01 0,44.211,125
Jan 15 2017 01 0,44.976,105
Jan 16 2017 01 0,44.581,115
Jan 17 2017 01 0,44.627,88
Jan 18 2017 01 0,46.627,94
Jan 19 2017 01 0,46.774,96
Jan 20 2017 01 0,46.924,95
Jan 21 2017 01 0,47.134,110
Jan 22 2017 01 0,47.631,107
Jan 23 2017 01 0,49.162,124
Jan 24 2017 01 0,52.154,86
Jan 25 2017 01 0,52.077,105
Jan 26 2017 01 0,53.116,104
Jan 27 2017 01 0,52.061,107
Jan 28 2017 01 0,51.626,122
Jan 29 2017 01 0,52.123,127
Jan 30 2017 01 0,52.234,112
Jan 31 2017 01 0,50.647,109
Feb 01 2017 01 0,52.232,99
Feb 02 2017 01 0,51.258,99
Feb 03 2017 01 0,51.247,109
Feb 04 2017 01 0,51.696,138
Feb 05 2017 01 0,52.195,115
Feb 06 2017 01 0,51.388,87
Feb 07 2017 01 0,51.573,95
Feb 08 2017 01 0,50.686,93
Feb 09 2017 01 0,52.554,71
Feb 10 2017 01 0,51.589,104
Feb 11 2017 01 0,52.239,118
Feb 12 2017 01 0,52.976,79
Feb 13 2017 01 0,52.127,94
Feb 14 2017 01 0,51.805,78
Feb 15 2017 01 0,51.576,64
Feb 16 2017 01 0,50.145,77
Feb 17 2017 01 0,49.405,89
Feb 18 2017 01 0,51.004,112
Feb 19 2017 01 0,49.993,105
Feb 20 2017 01 0,48.096,99
Feb 21 2017 01 0,49.849,93
Feb 22 2017 01 0,50.114,88
Feb 23 2017 01 0,66.574,99
Feb 24 2017 01 0,51.703,103
Feb 25 2017 01 0,52.641,110
Feb 26 2017 01 0,53.998,96
Feb 27 2017 01 0,54.827,79
Feb 28 2017 01 0,54.319,87
Mar 01 2017 01 0,54.415,88
Mar 02 2017 01 0,53.44,107
Mar 03 2017 01 0,53.659,107
Mar 04 2017 01 0,55.328,101
Mar 05 2017 01 0,53.942,115
Mar 06 2017 01 0,54.418,75
Mar 07 2017 01 0,53.953,86
Mar 08 2017 01 0,55.157,96
Mar 09 2017 01 0,53.763,76
Mar 10 2017 01 0,55.763,81
Mar 11 2017 01 0,54.499,94
Mar 12 2017 01 0,53.731,86
Mar 13 2017 01 0,54.232,93
Mar 14 2017 01 0,55.295,54
Mar 15 2017 01 0,55.615,69
Mar 16 2017 01 0,55.747,127
Mar 17 2017 01 0,57.348,98
Mar 18 2017 01 0,57.228,107
Mar 19 2017 01 0,56.964,94
Mar 20 2017 01 0,55.114,80
Mar 21 2017 01 0,55.087,91
Mar 22 2017 01 0,55.389,71
Mar 23 2017 01 0,55.013,76
Mar 24 2017 01 0,52.685,106
Mar 25 2017 01 0,51.874,117
Mar 26 2017 01 0,52.223,102
Mar 27 2017 01 0,50.394,90
Mar 28 2017 01 0,51.094,72
Mar 29 2017 01 0,54.887,75
Mar 30 2017 01 0,50.89,91
Mar 31 2017 01 0,54.668,88
Apr 01 2017 01 0,54.324,102
Apr 02 2017 01 0,52.658,102
Apr 03 2017 01 0,52.458,77
Apr 04 2017 01 0,53.401,65
Apr 05 2017 01 0,53.101,75
Apr 06 2017 01 0,54.134,81
Apr 07 2017 01 0,55.955,75
Apr 08 2017 01 0,55.199,94
Apr 09 2017 01 0,55.231,85
Apr 10 2017 01 0,54.431,84
Apr 11 2017 01 0,54.203,76
Apr 12 2017 01 0,55.094,70
Apr 13 2017 01 0,53.37,92
Apr 14 2017 01 0,53.627,66
Apr 15 2017 01 0,53.943,101
Apr 16 2017 01 0,55.541,101
Apr 17 2017 01 0,56.812,89
Apr 18 2017 01 0,58.463,88
Apr 19 2017 01 0,58.997,80
Apr 20 2017 01 0,55.802,76
Apr 21 2017 01 0,55.078,77
Apr 22 2017 01 0,57.953,93
Apr 23 2017 01 0,57.072,67
Apr 24 2017 01 0,56.044,78
Apr 25 2017 01 0,56.005,74
Apr 26 2017 01 0,57.922,65
Apr 27 2017 01 0,58.73,60
Apr 28 2017 01 0,57.801,79
Apr 29 2017 01 0,57.632,73
Apr 30 2017 01 0,57.649,85
May 01 2017 01 0,56.384,73
May 02 2017 01 0,58.75,63
May 03 2017 01 0,58.542,60
May 04 2017 01 0,61.628,59
May 05 2017 01 0,54.449,85
May 06 2017 01 0,55.708,92
May 07 2017 01 0,61.278,88
May 08 2017 01 0,56.603,71
May 09 2017 01 0,56.423,65
May 10 2017 01 0,57.906,70
May 11 2017 01 0,59.379,72
May 12 2017 01 0,63.956,78
May 13 2017 01 0,63.206,66
May 14 2017 01 0,56.102,59
May 15 2017 01 0,57.074,70
May 16 2017 01 0,58.806,68
May 17 2017 01 0,61.78,51
May 18 2017 01 0,62.267,45
May 19 2017 01 0,60.25,73
May 20 2017 01 0,62.38,67
May 21 2017 01 0,62.048,62
May 22 2017 01 0,61.348,55
May 23 2017 01 0,60.99,54
May 24 2017 01 0,46.657,175
May 25 2017 01 0,48.134,98
May 26 2017 01 0,49.886,118
May 27 2017 01 0,53.172,98
May 28 2017 01 0,53.835,84
May 29 2017 01 0,53.334,71
May 30 2017 01 0,55.216,67
May 31 2017 01 0,53.78,75
Jun 01 2017 01 0,55.917,62
Jun 02 2017 01 0,57.289,87
Jun 03 2017 01 0,57.035,87
Jun 04 2017 01 0,54.724,79
Jun 05 2017 01 0,58.257,59
Jun 06 2017 01 0,56.655,75
Jun 07 2017 01 0,54.374,75
Jun 08 2017 01 0,53.226,52
Jun 09 2017 01 0,53.677,88
Jun 10 2017 01 0,52.733,74
Jun 11 2017 01 0,51.957,67
Jun 12 2017 01 0,53.187,60
Jun 13 2017 01 0,54.711,57
Jun 14 2017 01 0,52.685,68
Jun 15 2017 01 0,55.735,50
Jun 16 2017 01 0,54.132,78
Jun 17 2017 01 0,55.326,60
Jun 18 2017 01 0,56.806,63
Jun 19 2017 01 0,60.226,57
Jun 20 2017 01 0,55.597,52
Jun 21 2017 01 0,52.326,63
Jun 22 2017 01 0,52.761,73
Jun 23 2017 01 0,44.394,109
Jun 24 2017 01 0,45.61,93
Jun 25 2017 01 0,46.172,75
Jun 26 2017 01 0,45.847,82
Jun 27 2017 01 0,48.739,79
Jun 28 2017 01 0,52.148,68
Jun 29 2017 01 0,51.251,72
Jun 30 2017 01 0,52.92,83
Jul 01 2017 01 0,51.779,80
Jul 02 2017 01 0,52.128,77
Jul 03 2017 01 0,51.774,82
Jul 04 2017 01 0,51.521,71
Jul 05 2017 01 0,53.089,67
Jul 06 2017 01 0,55.192,59
Jul 07 2017 01 0,55.159,72
Jul 08 2017 01 0,56.778,68
Jul 09 2017 01 0,54.982,67
Jul 10 2017 01 0,56.017,77
Jul 11 2017 01 0,57.69,65
Jul 12 2017 01 0,56.294,53
Jul 13 2017 01 0,56.023,51
Jul 14 2017 01 0,56.57,50
Jul 15 2017 01 0,57.413,57
Jul 16 2017 01 0,59.133,51
Jul 17 2017 01 0,61.364,60
Jul 18 2017 01 0,60.513,68
Jul 19 2017 01 0,60.071,63
Jul 20 2017 01 0,60.573,65
Jul 21 2017 01 0,60.581,53
Jul 22 2017 01 0,60.355,58
Jul 23 2017 01 0,59.562,81
Jul 24 2017 01 0,65.385,74
Jul 25 2017 01 0,62.957,55
Jul 26 2017 01 0,63.58,56
Jul 27 2017 01 0,64.017,73
Jul 28 2017 01 0,64.894,68
Jul 29 2017 01 0,66.698,63
Jul 30 2017 01 0,65.339,72
Jul 31 2017 01 0,68.506,47
Aug 01 2017 01 0,72.566,53
Aug 02 2017 01 0,64.713,68
Aug 03 2017 01 0,65.278,72
Aug 04 2017 01 0,66.33,74
Aug 05 2017 01 0,66.1,60
Aug 06 2017 01 0,65.147,63
Aug 07 2017 01 0,62.433,78
Aug 08 2017 01 0,62.101,58
Aug 09 2017 01 0,65.187,63
Aug 10 2017 01 0,64.067,50
Aug 11 2017 01 0,65.672,63
Aug 12 2017 01 0,67.717,60
Aug 13 2017 01 0,66.174,66
Aug 14 2017 01 0,65.023,47
Aug 15 2017 01 0,64.379,63
Aug 16 2017 01 0,65.139,63
Aug 17 2017 01 0,66.444,65
Aug 18 2017 01 0,63.544,53
Aug 19 2017 01 0,62.41,54
Aug 20 2017 01 0,63.774,67
Aug 21 2017 01 0,62.112,62
Aug 22 2017 01 0,59.355,55
Aug 23 2017 01 0,59.616,54
Aug 24 2017 01 0,61.82,53
Aug 25 2017 01 0,61.514,76
Aug 26 2017 01 0,61.844,50
Aug 27 2017 01 0,59.641,62
Aug 28 2017 01 0,59.035,55
Aug 29 2017 01 0,60.621,65
Aug 30 2017 01 0,62.663,45
Aug 31 2017 01 0,63.114,63
Sep 01 2017 01 0,59.873,70
Sep 02 2017 01 0,62.492,63
Sep 03 2017 01 0,64.028,68
Sep 04 2017 01 0,66.756,66
Sep 05 2017 01 0,63.687,62
Sep 06 2017 01 0,65.875,47
Sep 07 2017 01 0,65.69,55
Sep 08 2017 01 0,67.486,61
Sep 09 2017 01 0,65.606,63
Sep 10 2017 01 0,65.466,56
Sep 11 2017 01 0,66.267,48
Sep 12 2017 01 0,66.397,37
Sep 13 2017 01 0,67.462,37
Sep 14 2017 01 0,66.617,45
Sep 15 2017 01 0,66.266,58
Sep 16 2017 01 0,65.796,64
Sep 17 2017 01 0,66.283,57
Sep 18 2017 01 0,62.609,35
Sep 19 2017 01 0,66.307,38
Sep 20 2017 01 0,64.7,38
Sep 21 2017 01 0,63.284,62
Sep 22 2017 01 0,60.416,49
Sep 23 2017 01 0,59.772,59
Sep 24 2017 01 0,59.781,56
Sep 25 2017 01 0,62.4,50
Sep 26 2017 01 0,63.691,40
Sep 27 2017 01 0,61.128,61
Sep 28 2017 01 0,60.415,41
Sep 29 2017 01 0,59.653,59
Sep 30 2017 01 0,61.426,56
Oct 01 2017 01 0,58.987,44
Oct 02 2017 01 0,63.235,69
Oct 03 2017 01 0,60.824,62
Oct 04 2017 01 0,60.803,40
Oct 05 2017 01 0,58.064,43
Oct 06 2017 01 0,61.324,47
Oct 07 2017 01 0,60.562,58
Oct 08 2017 01 0,59.612,41
Oct 09 2017 01 0,59.157,55
Oct 10 2017 01 0,59.908,64
Oct 11 2017 01 0,60.083,48
Oct 12 2017 01 0,60.323,39
Oct 13 2017 01 0,63.46,47
Oct 14 2017 01 0,65.172,52
Oct 15 2017 01 0,63.591,56
Oct 16 2017 01 0,61.171,53
Oct 17 2017 01 0,63.245,49
Oct 18 2017 01 0,63.32,33
Oct 19 2017 01 0,61.048,46
Oct 20 2017 01 0,61.179,47
Oct 21 2017 01 0,64.351,56
Oct 22 2017 01 0,60.338,51
Oct 23 2017 01 0,61.044,48
Oct 24 2017 01 0,60.567,49
Oct 25 2017 01 0,60.785,55
Oct 26 2017 01 0,60.523,55
Oct 27 2017 01 0,56.174,56
Oct 28 2017 01 0,55.936,61
Oct 29 2017 01 0,57.852,58
Oct 30 2017 01 0,58.169,51
Oct 31 2017 01 0,56.646,39
Nov 01 2017 01 0,56.517,52
Nov 02 2017 01 0,57.312,52
Nov 03 2017 01 0,58.699,49
Nov 04 2017 01 0,57.604,49
Nov 05 2017 01 0,57.34,50
Nov 06 2017 01 0,59.488,36
Nov 07 2017 01 0,60.191,47
Nov 08 2017 01 0,55.116,49
Nov 09 2017 01 0,53.714,42
Nov 10 2017 01 0,55.479,56
Nov 11 2017 01 0,56.286,56
Nov 12 2017 01 0,55.307,60
Nov 13 2017 01 0,54.552,44
Nov 14 2017 01 0,55.674,41
Nov 15 2017 01 0,55.372,40
Nov 16 2017 01 0,55.507,44
Nov 17 2017 01 0,54.763,51
Nov 18 2017 01 0,54.661,72
Nov 19 2017 01 0,54.316,63
Nov 20 2017 01 0,54.88,62
Nov 21 2017 01 0,54.052,49
Nov 22 2017 01 0,53.103,42
Nov 23 2017 01 0,48.952,56
Nov 24 2017 01 0,49.145,79
Nov 25 2017 01 0,48.298,61
Nov 26 2017 01 0,48.483,62
Nov 27 2017 01 0,48.916,47
Nov 28 2017 01 0,48.408,46
Nov 29 2017 01 0,49.518,49
Nov 30 2017 01 0,51.06,41
Dec 01 2017 01 0,53.549,52
Dec 02 2017 01 0,54.434,49
Dec 03 2017 01 0,54.151,40
Dec 04 2017 01 0,53.388,44
Dec 05 2017 01 0,56.551,37
Dec 06 2017 01 0,57.784,58
Dec 07 2017 01 0,59.469,45
Dec 08 2017 01 0,56.442,57
Dec 09 2017 01 0,57.925,54
Dec 10 2017 01 0,59.794,42
Dec 11 2017 01 0,58.84,37
Dec 12 2017 01 0,60.981,39
Dec 13 2017 01 0,62.035,43
Dec 14 2017 01 0,60.764,32
Dec 15 2017 01 0,55.063,35
Dec 16 2017 01 0,57.025,49
Dec 17 2017 01 0,58.103,41
Dec 18 2017 01 0,60.362,43
Dec 19 2017 01 0,64.197,38
Dec 20 2017 01 0,59.518,42
Dec 21 2017 01 0,58.432,52
Dec 22 2017 01 0,54.384,84
Dec 23 2017 01 0,54.096,67
Dec 24 2017 01 0,60.924,78
Dec 25 2017 01 0,68.422,89
Dec 26 2017 01 0,68.452,79
Dec 27 2017 01 0,69.397,76
Dec 28 2017 01 0,68.895,70
Dec 29 2017 01 0,66.294,53
Dec 30 2017 01 0,69.397,64
Dec 31 2017 01 0,68.135,50
Jan 01 2018 01 0,68.455,62
Jan 02 2018 01 0,67.429,72
Jan 03 2018 01 0,65.734,59
Jan 04 2018 01 0,66.693,49
Jan 05 2018 01 0,68.926,50
Jan 06 2018 01 0,69.233,54
Jan 07 2018 01 0,69.466,32
Jan 08 2018 01 0,68.223,57
Jan 09 2018 01 0,68.636,45
Jan 10 2018 01 0,68.226,56
Jan 11 2018 01 0,67.713,51
Jan 12 2018 01 0,69.288,68
Jan 13 2018 01 0,68.626,68
Jan 14 2018 01 0,69.326,58
Jan 15 2018 01 0,69.041,50
Jan 16 2018 01 0,73.798,58
Jan 17 2018 01 0,71.072,54
Jan 18 2018 01 0,69.491,51
Jan 19 2018 01 0,69.693,62
Jan 20 2018 01 0,70.836,62
Jan 21 2018 01 0,72.946,51
Jan 22 2018 01 0,71.883,53
Jan 23 2018 01 0,75.965,43
Jan 24 2018 01 0,74.253,48
Jan 25 2018 01 0,72.134,39
Jan 26 2018 01 0,75.574,52
Jan 27 2018 01 0,70.087,56
Jan 28 2018 01 0,69.71,68
Jan 29 2018 01 0,70.57,59
Jan 30 2018 01 0,72.392,48
Jan 31 2018 01 0,71.841,55
Feb 01 2018 01 0,73.972,53
Feb 02 2018 01 0,74.604,61
Feb 03 2018 01 0,72.111,46
Feb 04 2018 01 0,75.559,55
Feb 05 2018 01 0,69.607,42
Feb 06 2018 01 0,71.998,48
Feb 07 2018 01 0,72.592,40
Feb 08 2018 01 0,74.697,45
Feb 09 2018 01 0,73.587,42
Feb 10 2018 01 0,72.578,50
Feb 11 2018 01 0,71.342,38
Feb 12 2018 01 0,68.294,56
Feb 13 2018 01 0,74.465,44
Feb 14 2018 01 0,89.346,32
Feb 15 2018 01 0,71.015,36
Feb 16 2018 01 0,70.559,68
Feb 17 2018 01 0,71.585,54
Feb 18 2018 01 0,70.374,56
Feb 19 2018 01 0,68.286,53
Feb 20 2018 01 0,72.369,50
Feb 21 2018 01 0,82.944,46
Feb 22 2018 01 0,72.251,67
Feb 23 2018 01 0,75.357,47
Feb 24 2018 01 0,75.045,38
Feb 25 2018 01 0,74.437,51
Feb 26 2018 01 0,72.753,44
Feb 27 2018 01 0,75.999,50
Feb 28 2018 01 0,71.037,43
Mar 01 2018 01 0,71.096,43
Mar 02 2018 01 0,70.153,59
Mar 03 2018 01 0,69.291,53
Mar 04 2018 01 0,71.938,46
Mar 05 2018 01 0,70.855,52
Mar 06 2018 01 0,71.389,40
Mar 07 2018 01 0,72.092,32
Mar 08 2018 01 0,71.563,41
Mar 09 2018 01 0,70.769,47
Mar 10 2018 01 0,73.734,39
Mar 11 2018 01 0,75.516,36
Mar 12 2018 01 0,82.009,37
Mar 13 2018 01 0,72.289,48
Mar 14 2018 01 0,71.199,35
Mar 15 2018 01 0,71.066,43
