time,price,number
Mar 03 2016 01 0,18.136,360
Mar 04 2016 01 0,17.597,408
Mar 05 2016 01 0,17.454,432
Mar 06 2016 01 0,17.091,409
Mar 07 2016 01 0,17.331,333
Mar 08 2016 01 0,17.237,360
Mar 09 2016 01 0,17.602,295
Mar 10 2016 01 0,18.298,223
Mar 11 2016 01 0,17.678,275
Mar 12 2016 01 0,19.322,267
Mar 13 2016 01 0,19.376,274
Mar 14 2016 01 0,18.701,293
Mar 15 2016 01 0,18.618,238
Mar 16 2016 01 0,19.373,236
Mar 17 2016 01 0,19.161,243
Mar 18 2016 01 0,18.563,339
Mar 19 2016 01 0,19.61,284
Mar 20 2016 01 0,18.739,304
Mar 21 2016 01 0,19,270
Mar 22 2016 01 0,19.54,231
Mar 23 2016 01 0,19.151,286
Mar 24 2016 01 0,18.853,285
Mar 25 2016 01 0,18.56,301
Mar 26 2016 01 0,18.537,283
Mar 27 2016 01 0,18.272,307
Mar 28 2016 01 0,17.976,268
Mar 29 2016 01 0,18.247,312
Mar 30 2016 01 0,19.25,274
Mar 31 2016 01 0,20.171,295
Apr 01 2016 01 0,21.37,321
Apr 02 2016 01 0,21.749,366
Apr 03 2016 01 0,20.062,418
Apr 04 2016 01 0,19.876,288
Apr 05 2016 01 0,21.277,241
Apr 06 2016 01 0,21.508,263
Apr 07 2016 01 0,21.435,248
Apr 08 2016 01 0,22.32,274
Apr 09 2016 01 0,23.127,256
Apr 10 2016 01 0,23.062,272
Apr 11 2016 01 0,21.979,266
Apr 12 2016 01 0,22.857,239
Apr 13 2016 01 0,22.437,241
Apr 14 2016 01 0,22.064,228
Apr 15 2016 01 0,22.685,233
Apr 16 2016 01 0,22.481,265
Apr 17 2016 01 0,21.663,246
Apr 18 2016 01 0,22.013,223
Apr 19 2016 01 0,22.569,182
Apr 20 2016 01 0,23.243,197
Apr 21 2016 01 0,22.236,223
Apr 22 2016 01 0,22.658,221
Apr 23 2016 01 0,22.105,265
Apr 24 2016 01 0,21.735,253
Apr 25 2016 01 0,21.618,218
Apr 26 2016 01 0,21.681,200
Apr 27 2016 01 0,23.269,204
Apr 28 2016 01 0,23.287,285
Apr 29 2016 01 0,26.04,409
Apr 30 2016 01 0,26.486,318
May 01 2016 01 0,24.808,290
May 02 2016 01 0,24.336,232
May 03 2016 01 0,24.373,247
May 04 2016 01 0,24.781,245
May 05 2016 01 0,23.92,235
May 06 2016 01 0,23.925,252
May 07 2016 01 0,23.564,284
May 08 2016 01 0,23.681,250
May 09 2016 01 0,24.182,243
May 10 2016 01 0,24.437,213
May 11 2016 01 0,23.891,213
May 12 2016 01 0,23.07,212
May 13 2016 01 0,23.159,242
May 14 2016 01 0,24.043,260
May 15 2016 01 0,23.532,258
May 16 2016 01 0,23.474,232
May 17 2016 01 0,22.624,233
May 18 2016 01 0,23.181,213
May 19 2016 01 0,22.806,191
May 20 2016 01 0,22.318,215
May 21 2016 01 0,22.271,264
May 22 2016 01 0,21.648,237
May 23 2016 01 0,30.527,201
May 24 2016 01 0,21.59,216
May 25 2016 01 0,21.535,221
May 26 2016 01 0,21.186,220
May 27 2016 01 0,20.987,230
May 28 2016 01 0,22.018,225
May 29 2016 01 0,21.754,221
May 30 2016 01 0,21.718,201
May 31 2016 01 0,22.066,210
Jun 01 2016 01 0,22.019,236
Jun 02 2016 01 0,22.008,187
Jun 03 2016 01 0,21.779,198
Jun 04 2016 01 0,21.555,238
Jun 05 2016 01 0,20.766,222
Jun 06 2016 01 0,19.68,210
Jun 07 2016 01 0,20.357,200
Jun 08 2016 01 0,21.694,195
Jun 09 2016 01 0,20.779,210
Jun 10 2016 01 0,21.07,211
Jun 11 2016 01 0,20.641,236
Jun 12 2016 01 0,20.601,216
Jun 13 2016 01 0,19.613,216
Jun 14 2016 01 0,20.364,237
Jun 15 2016 01 0,20.71,175
Jun 16 2016 01 0,20.833,328
Jun 17 2016 01 0,23.092,312
Jun 18 2016 01 0,24.509,319
Jun 19 2016 01 0,25.69,354
Jun 20 2016 01 0,26.996,318
Jun 21 2016 01 0,26.043,321
Jun 22 2016 01 0,23.237,371
Jun 23 2016 01 0,22.258,329
Jun 24 2016 01 0,20.585,391
Jun 25 2016 01 0,19.675,336
Jun 26 2016 01 0,20.257,280
Jun 27 2016 01 0,20.043,278
Jun 28 2016 01 0,19.379,279
Jun 29 2016 01 0,18.463,250
Jun 30 2016 01 0,18.329,270
Jul 01 2016 01 0,18.48,300
Jul 02 2016 01 0,18.106,276
Jul 03 2016 01 0,17.396,281
Jul 04 2016 01 0,16.911,280
Jul 05 2016 01 0,20.213,280
Jul 06 2016 01 0,20.718,268
Jul 07 2016 01 0,21.505,266
Jul 08 2016 01 0,21.587,296
Jul 09 2016 01 0,21.82,290
Jul 10 2016 01 0,20.193,298
Jul 11 2016 01 0,19.757,280
Jul 12 2016 01 0,21.895,231
Jul 13 2016 01 0,22.319,217
Jul 14 2016 01 0,20.05,259
Jul 15 2016 01 0,19.068,283
Jul 16 2016 01 0,20.634,241
Jul 17 2016 01 0,20.42,197
Jul 18 2016 01 0,19.992,256
Jul 19 2016 01 0,21.613,193
Jul 20 2016 01 0,21.115,201
Jul 21 2016 01 0,21.074,193
Jul 22 2016 01 0,20.573,155
Jul 23 2016 01 0,19.912,178
Jul 24 2016 01 0,20.553,164
Jul 25 2016 01 0,20.497,208
Jul 26 2016 01 0,21.171,181
Jul 27 2016 01 0,20.299,161
Jul 28 2016 01 0,21.034,203
Jul 29 2016 01 0,20.895,183
Jul 30 2016 01 0,20.803,192
Jul 31 2016 01 0,20.783,188
Aug 01 2016 01 0,20.88,169
Aug 02 2016 01 0,21.521,192
Aug 03 2016 01 0,20.13,194
Aug 04 2016 01 0,19.659,177
Aug 05 2016 01 0,20.095,206
Aug 06 2016 01 0,18.949,197
Aug 07 2016 01 0,18.443,206
Aug 08 2016 01 0,18.94,184
Aug 09 2016 01 0,18.682,171
Aug 10 2016 01 0,17.67,204
Aug 11 2016 01 0,16.913,206
Aug 12 2016 01 0,17.67,218
Aug 13 2016 01 0,19.788,164
Aug 14 2016 01 0,19.043,172
Aug 15 2016 01 0,18.053,195
Aug 16 2016 01 0,18.949,170
Aug 17 2016 01 0,18.672,185
Aug 18 2016 01 0,18.704,222
Aug 19 2016 01 0,19.278,276
Aug 20 2016 01 0,21.68,256
Aug 21 2016 01 0,19.818,246
Aug 22 2016 01 0,19.422,208
Aug 23 2016 01 0,20.717,197
Aug 24 2016 01 0,19.746,212
Aug 25 2016 01 0,19.64,145
Aug 26 2016 01 0,19.959,201
Aug 27 2016 01 0,20.412,197
Aug 28 2016 01 0,20.432,208
Aug 29 2016 01 0,20.726,196
Aug 30 2016 01 0,20.787,210
Aug 31 2016 01 0,21.419,221
Sep 01 2016 01 0,21.123,196
Sep 02 2016 01 0,21.045,188
Sep 03 2016 01 0,21.2,212
Sep 04 2016 01 0,20.842,191
Sep 05 2016 01 0,21.236,180
Sep 06 2016 01 0,22.341,163
Sep 07 2016 01 0,22.219,165
Sep 08 2016 01 0,21.826,164
Sep 09 2016 01 0,22.046,188
Sep 10 2016 01 0,21.431,196
Sep 11 2016 01 0,20.849,209
Sep 12 2016 01 0,20.757,149
Sep 13 2016 01 0,21.719,148
Sep 14 2016 01 0,23.383,125
Sep 15 2016 01 0,22.821,130
Sep 16 2016 01 0,22.592,201
Sep 17 2016 01 0,22.173,202
Sep 18 2016 01 0,21.762,159
Sep 19 2016 01 0,21.56,131
Sep 20 2016 01 0,21.609,140
Sep 21 2016 01 0,21.893,120
Sep 22 2016 01 0,21.477,127
Sep 23 2016 01 0,21.698,146
Sep 24 2016 01 0,21.947,189
Sep 25 2016 01 0,23.026,178
Sep 26 2016 01 0,23.026,120
Sep 27 2016 01 0,22.772,115
Sep 28 2016 01 0,22.987,103
Sep 29 2016 01 0,22.77,126
Sep 30 2016 01 0,22.989,143
Oct 01 2016 01 0,23.424,196
Oct 02 2016 01 0,22.78,151
Oct 03 2016 01 0,21.946,124
Oct 04 2016 01 0,22.763,122
Oct 05 2016 01 0,23.588,135
Oct 06 2016 01 0,23.241,120
Oct 07 2016 01 0,23.725,177
Oct 08 2016 01 0,23.138,172
Oct 09 2016 01 0,23.136,165
Oct 10 2016 01 0,23.831,136
Oct 11 2016 01 0,23.28,132
Oct 12 2016 01 0,22.909,135
Oct 13 2016 01 0,22.343,112
Oct 14 2016 01 0,22.215,125
Oct 15 2016 01 0,23.048,168
Oct 16 2016 01 0,22.755,168
Oct 17 2016 01 0,23.107,138
Oct 18 2016 01 0,22.326,114
Oct 19 2016 01 0,22.897,137
Oct 20 2016 01 0,22.669,95
Oct 21 2016 01 0,23.375,124
Oct 22 2016 01 0,22.185,129
Oct 23 2016 01 0,21.858,149
Oct 24 2016 01 0,21.659,95
Oct 25 2016 01 0,21.416,129
Oct 26 2016 01 0,21.606,108
Oct 27 2016 01 0,20.794,134
Oct 28 2016 01 0,21.202,145
Oct 29 2016 01 0,20.474,222
Oct 30 2016 01 0,20.085,182
Oct 31 2016 01 0,20.592,127
Nov 01 2016 01 0,22.268,140
Nov 02 2016 01 0,21.911,118
Nov 03 2016 01 0,22.405,90
Nov 04 2016 01 0,23.299,119
Nov 05 2016 01 0,23.508,139
Nov 06 2016 01 0,24.319,137
Nov 07 2016 01 0,23.894,117
Nov 08 2016 01 0,24.075,92
Nov 09 2016 01 0,24.548,110
Nov 10 2016 01 0,24.082,102
Nov 11 2016 01 0,24.454,117
Nov 12 2016 01 0,23.988,133
Nov 13 2016 01 0,24.278,128
Nov 14 2016 01 0,23.757,105
Nov 15 2016 01 0,24.186,114
Nov 16 2016 01 0,23.629,105
Nov 17 2016 01 0,23.921,131
Nov 18 2016 01 0,24.617,126
Nov 19 2016 01 0,25.028,121
Nov 20 2016 01 0,24.378,167
Nov 21 2016 01 0,22.379,120
Nov 22 2016 01 0,22.686,102
Nov 23 2016 01 0,22.416,96
Nov 24 2016 01 0,21.173,140
Nov 25 2016 01 0,21.313,148
Nov 26 2016 01 0,21.222,163
Nov 27 2016 01 0,21.95,134
Nov 28 2016 01 0,21.475,111
Nov 29 2016 01 0,22.7,191
Nov 30 2016 01 0,24.452,154
Dec 01 2016 01 0,25.433,142
Dec 02 2016 01 0,26.193,148
Dec 03 2016 01 0,26.175,140
Dec 04 2016 01 0,25.395,140
Dec 05 2016 01 0,25.643,122
Dec 06 2016 01 0,24.941,147
Dec 07 2016 01 0,24.738,108
Dec 08 2016 01 0,24.62,135
Dec 09 2016 01 0,25.659,118
Dec 10 2016 01 0,25.754,139
Dec 11 2016 01 0,25.643,125
Dec 12 2016 01 0,25.028,125
Dec 13 2016 01 0,25.229,109
Dec 14 2016 01 0,24.475,114
Dec 15 2016 01 0,24.404,104
Dec 16 2016 01 0,24.421,126
Dec 17 2016 01 0,25.018,115
Dec 18 2016 01 0,24.693,139
Dec 19 2016 01 0,23.435,109
Dec 20 2016 01 0,22.47,112
Dec 21 2016 01 0,22.159,138
Dec 22 2016 01 0,21.848,199
Dec 23 2016 01 0,21.166,151
Dec 24 2016 01 0,21.791,186
Dec 25 2016 01 0,24.243,191
Dec 26 2016 01 0,25.053,162
Dec 27 2016 01 0,24.359,192
Dec 28 2016 01 0,23.894,172
Dec 29 2016 01 0,24.069,173
Dec 30 2016 01 0,23.188,189
Dec 31 2016 01 0,23.754,138
Jan 01 2017 01 0,23.798,155
Jan 02 2017 01 0,24.108,191
Jan 03 2017 01 0,25.748,139
Jan 04 2017 01 0,26.577,142
Jan 05 2017 01 0,27.555,143
Jan 06 2017 01 0,26.388,149
Jan 07 2017 01 0,26.085,162
Jan 08 2017 01 0,25.705,160
Jan 09 2017 01 0,26.972,161
Jan 10 2017 01 0,26.684,130
Jan 11 2017 01 0,26.751,129
Jan 12 2017 01 0,25.948,119
Jan 13 2017 01 0,25.709,188
Jan 14 2017 01 0,25.616,183
Jan 15 2017 01 0,25.654,150
Jan 16 2017 01 0,29.35,129
Jan 17 2017 01 0,26.886,115
Jan 18 2017 01 0,26.805,147
Jan 19 2017 01 0,26.604,127
Jan 20 2017 01 0,26.342,108
Jan 21 2017 01 0,26.921,162
Jan 22 2017 01 0,27.215,163
Jan 23 2017 01 0,28.123,155
Jan 24 2017 01 0,29.159,156
Jan 25 2017 01 0,29.276,152
Jan 26 2017 01 0,29.371,150
Jan 27 2017 01 0,28.511,166
Jan 28 2017 01 0,29.268,178
Jan 29 2017 01 0,31.917,204
Jan 30 2017 01 0,32.116,151
Jan 31 2017 01 0,32.158,126
Feb 01 2017 01 0,30.71,134
Feb 02 2017 01 0,28.976,144
Feb 03 2017 01 0,29.814,139
Feb 04 2017 01 0,29.653,147
Feb 05 2017 01 0,30.278,126
Feb 06 2017 01 0,29.814,108
Feb 07 2017 01 0,29.477,115
Feb 08 2017 01 0,29.451,121
Feb 09 2017 01 0,30.251,94
Feb 10 2017 01 0,31.31,152
Feb 11 2017 01 0,31.38,148
Feb 12 2017 01 0,31.698,147
Feb 13 2017 01 0,32.355,133
Feb 14 2017 01 0,31.785,90
Feb 15 2017 01 0,30.345,101
Feb 16 2017 01 0,30.843,117
Feb 17 2017 01 0,31.8,140
Feb 18 2017 01 0,32.095,113
Feb 19 2017 01 0,32.391,122
Feb 20 2017 01 0,30.372,116
Feb 21 2017 01 0,31.698,94
Feb 22 2017 01 0,33.012,81
Feb 23 2017 01 0,33.021,111
Feb 24 2017 01 0,33.955,122
Feb 25 2017 01 0,33.697,128
Feb 26 2017 01 0,32.771,129
Feb 27 2017 01 0,33.131,110
Feb 28 2017 01 0,32.61,102
Mar 01 2017 01 0,32.207,105
Mar 02 2017 01 0,33.601,108
Mar 03 2017 01 0,33.621,111
Mar 04 2017 01 0,34.598,145
Mar 05 2017 01 0,34.874,108
Mar 06 2017 01 0,35.045,124
Mar 07 2017 01 0,35.376,109
Mar 08 2017 01 0,35.034,108
Mar 09 2017 01 0,34.824,69
Mar 10 2017 01 0,34.087,131
Mar 11 2017 01 0,35.139,132
Mar 12 2017 01 0,35.105,107
Mar 13 2017 01 0,33.57,110
Mar 14 2017 01 0,34.793,103
Mar 15 2017 01 0,34.928,108
Mar 16 2017 01 0,36.661,215
Mar 17 2017 01 0,41.41,144
Mar 18 2017 01 0,37.164,134
Mar 19 2017 01 0,36.086,128
Mar 20 2017 01 0,36.664,120
Mar 21 2017 01 0,37.188,100
Mar 22 2017 01 0,36.694,92
Mar 23 2017 01 0,35.977,98
Mar 24 2017 01 0,36.836,150
Mar 25 2017 01 0,35.719,124
Mar 26 2017 01 0,34.894,122
Mar 27 2017 01 0,34.94,97
Mar 28 2017 01 0,35.12,89
Mar 29 2017 01 0,33.622,101
Mar 30 2017 01 0,34.074,92
Mar 31 2017 01 0,34.793,126
Apr 01 2017 01 0,35.009,127
Apr 02 2017 01 0,33.191,141
Apr 03 2017 01 0,33.819,125
Apr 04 2017 01 0,33.374,92
Apr 05 2017 01 0,35.174,97
Apr 06 2017 01 0,34.588,117
Apr 07 2017 01 0,35.621,86
Apr 08 2017 01 0,35.543,104
Apr 09 2017 01 0,35.247,119
Apr 10 2017 01 0,34.799,101
Apr 11 2017 01 0,35.543,102
Apr 12 2017 01 0,39.326,89
Apr 13 2017 01 0,36.459,105
Apr 14 2017 01 0,37.378,88
Apr 15 2017 01 0,36.355,102
Apr 16 2017 01 0,37.102,101
Apr 17 2017 01 0,36.784,104
Apr 18 2017 01 0,37.04,122
Apr 19 2017 01 0,36.402,104
Apr 20 2017 01 0,36.395,96
Apr 21 2017 01 0,35.903,115
Apr 22 2017 01 0,35.501,127
Apr 23 2017 01 0,36.387,103
Apr 24 2017 01 0,36.879,103
Apr 25 2017 01 0,36.679,80
Apr 26 2017 01 0,39.57,93
Apr 27 2017 01 0,36.724,93
Apr 28 2017 01 0,37.453,72
Apr 29 2017 01 0,37.594,124
Apr 30 2017 01 0,37.098,108
May 01 2017 01 0,36.784,106
May 02 2017 01 0,38.487,80
May 03 2017 01 0,37.95,80
May 04 2017 01 0,37.826,87
May 05 2017 01 0,37.279,108
May 06 2017 01 0,38.247,100
May 07 2017 01 0,36.913,101
May 08 2017 01 0,38.766,82
May 09 2017 01 0,38.805,75
May 10 2017 01 0,38.188,67
May 11 2017 01 0,38.279,79
May 12 2017 01 0,39.045,79
May 13 2017 01 0,39.267,93
May 14 2017 01 0,37.396,89
May 15 2017 01 0,38.593,72
May 16 2017 01 0,39.031,62
May 17 2017 01 0,39.017,81
May 18 2017 01 0,39.99,71
May 19 2017 01 0,39.991,68
May 20 2017 01 0,40.37,73
May 21 2017 01 0,39.164,84
May 22 2017 01 0,38.22,78
May 23 2017 01 0,39.343,82
May 24 2017 01 0,34.547,232
May 25 2017 01 0,34.028,130
May 26 2017 01 0,35.903,113
May 27 2017 01 0,37.121,108
May 28 2017 01 0,35.481,99
May 29 2017 01 0,34.768,98
May 30 2017 01 0,37.083,85
May 31 2017 01 0,37.995,72
Jun 01 2017 01 0,38.628,86
Jun 02 2017 01 0,38.111,85
Jun 03 2017 01 0,38.744,87
Jun 04 2017 01 0,39.259,82
Jun 05 2017 01 0,38.66,87
Jun 06 2017 01 0,38.544,79
Jun 07 2017 01 0,39.457,79
Jun 08 2017 01 0,37.883,77
Jun 09 2017 01 0,38.095,79
Jun 10 2017 01 0,38.414,75
Jun 11 2017 01 0,37.184,81
Jun 12 2017 01 0,38.471,79
Jun 13 2017 01 0,37.674,77
Jun 14 2017 01 0,38.046,79
Jun 15 2017 01 0,37.325,61
Jun 16 2017 01 0,37.177,72
Jun 17 2017 01 0,37.259,83
Jun 18 2017 01 0,37.437,71
Jun 19 2017 01 0,37.448,67
Jun 20 2017 01 0,37.961,74
Jun 21 2017 01 0,37.236,72
Jun 22 2017 01 0,34.651,88
Jun 23 2017 01 0,32.43,102
Jun 24 2017 01 0,33.557,80
Jun 25 2017 01 0,32.399,87
Jun 26 2017 01 0,32.894,92
Jun 27 2017 01 0,33.89,82
Jun 28 2017 01 0,33.329,71
Jun 29 2017 01 0,35.937,86
Jun 30 2017 01 0,38.397,88
Jul 01 2017 01 0,36.473,86
Jul 02 2017 01 0,36.693,70
Jul 03 2017 01 0,34.209,98
Jul 04 2017 01 0,35.143,82
Jul 05 2017 01 0,35.891,78
Jul 06 2017 01 0,36.633,62
Jul 07 2017 01 0,37.937,69
Jul 08 2017 01 0,37.211,83
Jul 09 2017 01 0,36.032,66
Jul 10 2017 01 0,37.664,81
Jul 11 2017 01 0,38.686,76
Jul 12 2017 01 0,39.993,66
Jul 13 2017 01 0,39.999,65
Jul 14 2017 01 0,42.544,55
Jul 15 2017 01 0,38.058,65
Jul 16 2017 01 0,38.377,78
Jul 17 2017 01 0,40.143,80
Jul 18 2017 01 0,39.637,84
Jul 19 2017 01 0,40.044,72
Jul 20 2017 01 0,40.387,90
Jul 21 2017 01 0,38.966,84
Jul 22 2017 01 0,40.507,71
Jul 23 2017 01 0,39.413,89
Jul 24 2017 01 0,39.433,80
Jul 25 2017 01 0,39.497,69
Jul 26 2017 01 0,39.581,65
Jul 27 2017 01 0,41.338,67
Jul 28 2017 01 0,42.285,73
Jul 29 2017 01 0,48.168,52
Jul 30 2017 01 0,44.144,63
Jul 31 2017 01 0,43.19,64
Aug 01 2017 01 0,42.19,65
Aug 02 2017 01 0,40.743,59
Aug 03 2017 01 0,40.771,82
Aug 04 2017 01 0,40.951,85
Aug 05 2017 01 0,43.341,76
Aug 06 2017 01 0,42.711,77
Aug 07 2017 01 0,43.583,89
Aug 08 2017 01 0,42.689,74
Aug 09 2017 01 0,42.954,71
Aug 10 2017 01 0,41.805,74
Aug 11 2017 01 0,41.936,75
Aug 12 2017 01 0,42.798,71
Aug 13 2017 01 0,43.624,79
Aug 14 2017 01 0,41.832,74
Aug 15 2017 01 0,41.848,66
Aug 16 2017 01 0,44.377,51
Aug 17 2017 01 0,40.959,84
Aug 18 2017 01 0,40.9,78
Aug 19 2017 01 0,39.626,80
Aug 20 2017 01 0,38.843,76
Aug 21 2017 01 0,39,71
Aug 22 2017 01 0,39.871,75
Aug 23 2017 01 0,41.276,61
Aug 24 2017 01 0,39.426,66
Aug 25 2017 01 0,38.768,67
Aug 26 2017 01 0,40.932,71
Aug 27 2017 01 0,39.176,62
Aug 28 2017 01 0,39.969,65
Aug 29 2017 01 0,37.916,80
Aug 30 2017 01 0,41.231,67
Aug 31 2017 01 0,40.295,62
Sep 01 2017 01 0,40.03,72
Sep 02 2017 01 0,46.935,84
Sep 03 2017 01 0,40.344,74
Sep 04 2017 01 0,40.937,73
Sep 05 2017 01 0,40.927,56
Sep 06 2017 01 0,39.628,64
Sep 07 2017 01 0,41.651,49
Sep 08 2017 01 0,39.695,68
Sep 09 2017 01 0,39.079,62
Sep 10 2017 01 0,40.17,81
Sep 11 2017 01 0,40.258,40
Sep 12 2017 01 0,39.198,49
Sep 13 2017 01 0,38.977,59
Sep 14 2017 01 0,39.976,38
Sep 15 2017 01 0,41.656,85
Sep 16 2017 01 0,40.52,73
Sep 17 2017 01 0,39.06,92
Sep 18 2017 01 0,37.652,57
Sep 19 2017 01 0,39.533,55
Sep 20 2017 01 0,41.073,58
Sep 21 2017 01 0,38.957,55
Sep 22 2017 01 0,39.059,84
Sep 23 2017 01 0,39.983,72
Sep 24 2017 01 0,38.519,64
Sep 25 2017 01 0,39.052,62
Sep 26 2017 01 0,39.524,57
Sep 27 2017 01 0,41.062,55
Sep 28 2017 01 0,38.8,42
Sep 29 2017 01 0,36.22,74
Sep 30 2017 01 0,38.092,75
Oct 01 2017 01 0,36.64,64
Oct 02 2017 01 0,35.671,47
Oct 03 2017 01 0,37.398,49
Oct 04 2017 01 0,35.988,51
Oct 05 2017 01 0,36.193,54
Oct 06 2017 01 0,35.573,61
Oct 07 2017 01 0,35.193,61
Oct 08 2017 01 0,35.502,65
Oct 09 2017 01 0,36.412,58
Oct 10 2017 01 0,36.88,51
Oct 11 2017 01 0,36.716,61
Oct 12 2017 01 0,38.74,39
Oct 13 2017 01 0,35.459,64
Oct 14 2017 01 0,36.607,71
Oct 15 2017 01 0,35.748,67
Oct 16 2017 01 0,36.89,64
Oct 17 2017 01 0,38.306,63
Oct 18 2017 01 0,36.325,56
Oct 19 2017 01 0,38.26,62
Oct 20 2017 01 0,38.27,65
Oct 21 2017 01 0,37.674,70
Oct 22 2017 01 0,36.6,56
Oct 23 2017 01 0,42.26,44
Oct 24 2017 01 0,36.837,44
Oct 25 2017 01 0,37.25,50
Oct 26 2017 01 0,36.154,49
Oct 27 2017 01 0,35.694,46
Oct 28 2017 01 0,34.578,70
Oct 29 2017 01 0,34.314,44
Oct 30 2017 01 0,34.141,43
Oct 31 2017 01 0,33.879,50
Nov 01 2017 01 0,45.176,49
Nov 02 2017 01 0,35.253,48
Nov 03 2017 01 0,34.62,47
Nov 04 2017 01 0,33.765,51
Nov 05 2017 01 0,34.053,56
Nov 06 2017 01 0,34.227,42
Nov 07 2017 01 0,36.883,53
Nov 08 2017 01 0,33.4,34
Nov 09 2017 01 0,34.215,48
Nov 10 2017 01 0,35.295,60
Nov 11 2017 01 0,34.736,54
Nov 12 2017 01 0,35.105,54
Nov 13 2017 01 0,33.837,49
Nov 14 2017 01 0,35.163,51
Nov 15 2017 01 0,34.145,40
Nov 16 2017 01 0,35.12,55
Nov 17 2017 01 0,34.066,61
Nov 18 2017 01 0,34.243,61
Nov 19 2017 01 0,32.013,53
Nov 20 2017 01 0,32.833,64
Nov 21 2017 01 0,32.676,48
Nov 22 2017 01 0,32.671,57
Nov 23 2017 01 0,30.034,57
Nov 24 2017 01 0,28.86,81
Nov 25 2017 01 0,36.589,93
Nov 26 2017 01 0,29.995,63
Nov 27 2017 01 0,29.119,77
Nov 28 2017 01 0,29.861,58
Nov 29 2017 01 0,32.097,43
Nov 30 2017 01 0,31.438,52
Dec 01 2017 01 0,31.589,51
Dec 02 2017 01 0,33.055,71
Dec 03 2017 01 0,34.73,74
Dec 04 2017 01 0,35.17,58
Dec 05 2017 01 0,35.955,56
Dec 06 2017 01 0,38.046,45
Dec 07 2017 01 0,36.905,43
Dec 08 2017 01 0,35.517,54
Dec 09 2017 01 0,35.165,68
Dec 10 2017 01 0,35.826,61
Dec 11 2017 01 0,35.484,44
Dec 12 2017 01 0,35.962,49
Dec 13 2017 01 0,33.766,30
Dec 14 2017 01 0,36.402,47
Dec 15 2017 01 0,36.191,43
Dec 16 2017 01 0,35.237,59
Dec 17 2017 01 0,35.33,59
Dec 18 2017 01 0,35.548,51
Dec 19 2017 01 0,35.944,40
Dec 20 2017 01 0,35.927,47
Dec 21 2017 01 0,34.117,67
Dec 22 2017 01 0,33.769,94
Dec 23 2017 01 0,33.907,80
Dec 24 2017 01 0,34.689,84
Dec 25 2017 01 0,38.139,100
Dec 26 2017 01 0,39.476,106
Dec 27 2017 01 0,39.558,96
Dec 28 2017 01 0,40.98,70
Dec 29 2017 01 0,39.443,88
Dec 30 2017 01 0,39.004,79
Dec 31 2017 01 0,38.367,74
Jan 01 2018 01 0,37.998,77
Jan 02 2018 01 0,37.507,85
Jan 03 2018 01 0,37.942,83
Jan 04 2018 01 0,40.217,67
Jan 05 2018 01 0,40.714,67
Jan 06 2018 01 0,41.664,51
Jan 07 2018 01 0,41.556,63
Jan 08 2018 01 0,43.861,56
Jan 09 2018 01 0,43.115,57
Jan 10 2018 01 0,42.32,46
Jan 11 2018 01 0,42.732,68
Jan 12 2018 01 0,42.311,83
Jan 13 2018 01 0,43.302,86
Jan 14 2018 01 0,42.668,79
Jan 15 2018 01 0,42.917,82
Jan 16 2018 01 0,45.893,71
Jan 17 2018 01 0,44.019,49
Jan 18 2018 01 0,42.251,77
Jan 19 2018 01 0,46.605,67
Jan 20 2018 01 0,44.199,77
Jan 21 2018 01 0,46.922,77
Jan 22 2018 01 0,45.79,51
Jan 23 2018 01 0,43.185,57
Jan 24 2018 01 0,43.925,52
Jan 25 2018 01 0,43.824,52
Jan 26 2018 01 0,44.991,63
Jan 27 2018 01 0,42.85,79
Jan 28 2018 01 0,43.986,94
Jan 29 2018 01 0,42.685,80
Jan 30 2018 01 0,45.235,55
Jan 31 2018 01 0,67.917,55
Feb 01 2018 01 0,42.032,59
Feb 02 2018 01 0,45.594,57
Feb 03 2018 01 0,52.541,60
Feb 04 2018 01 0,43.54,69
Feb 05 2018 01 0,44.381,46
Feb 06 2018 01 0,43.694,49
Feb 07 2018 01 0,44.38,48
Feb 08 2018 01 0,44.765,52
Feb 09 2018 01 0,44.131,60
Feb 10 2018 01 0,46.785,50
Feb 11 2018 01 0,43.405,55
Feb 12 2018 01 0,44.68,48
Feb 13 2018 01 0,43.71,52
Feb 14 2018 01 0,42.651,50
Feb 15 2018 01 0,45.259,60
Feb 16 2018 01 0,45.698,94
Feb 17 2018 01 0,46.157,75
Feb 18 2018 01 0,43.466,72
Feb 19 2018 01 0,43.716,90
Feb 20 2018 01 0,45.073,63
Feb 21 2018 01 0,43.511,45
Feb 22 2018 01 0,43.489,68
Feb 23 2018 01 0,43.141,78
Feb 24 2018 01 0,44.924,62
Feb 25 2018 01 0,45.432,54
Feb 26 2018 01 0,46.114,52
Feb 27 2018 01 0,46.086,50
Feb 28 2018 01 0,44.393,48
Mar 01 2018 01 0,44.276,56
Mar 02 2018 01 0,43.911,69
Mar 03 2018 01 0,43.613,59
Mar 04 2018 01 0,42.317,59
Mar 05 2018 01 0,64.987,52
Mar 06 2018 01 0,44.542,39
Mar 07 2018 01 0,47.493,48
Mar 08 2018 01 0,43.539,49
Mar 09 2018 01 0,44.109,46
Mar 10 2018 01 0,44.559,50
Mar 11 2018 01 0,44.296,41
Mar 12 2018 01 0,45.148,47
Mar 13 2018 01 0,43.192,51
Mar 14 2018 01 0,60.176,62
Mar 15 2018 01 0,63.341,35
